|rknn|,knn,rknn
10,"[(0.9999873350085494, 5398), (0.9999229530455027, 9261), (0.9999014203121075, 6956), (0.9998826584980388, 8036), (0.9998790632790385, 5077), (0.9998763270977357, 3773), (0.9998408501626985, 7282), (0.9996451393295057, 6089), (0.9996402731748649, 9751), (0.9996155714081979, 884)]","[3773, 5077, 5398, 5412, 6089, 6956, 7282, 7519, 8036, 9261]"
9,"[(0.9998792692147427, 8936), (0.9998227419764418, 8935), (0.9998217614193796, 2555), (0.9997497640941393, 1794), (0.9996610301791891, 8979), (0.999652445902277, 1349), (0.9996378388643324, 7463), (0.9996352204785699, 9206), (0.9994726482873004, 3803), (0.9994634185939596, 3663)]","[1349, 1794, 2555, 3803, 7463, 8935, 8936, 8979, 9206]"
11,"[(0.9999619542901803, 6503), (0.99993757848544, 254), (0.9996889949768056, 5390), (0.9996785441155926, 2043), (0.9995553107312408, 6121), (0.9994316493355248, 9352), (0.9993415217984277, 6753), (0.999297365502424, 7632), (0.9992634609751592, 7691), (0.9989283004868427, 5553)]","[254, 2043, 5286, 5390, 5553, 6121, 6503, 6753, 7632, 7691, 9352]"
9,"[(0.9999676023126091, 4552), (0.9997537881715581, 9077), (0.9995537479243, 393), (0.9992750610163662, 9465), (0.999173234073826, 2374), (0.9991647230373446, 2992), (0.9977329322415677, 1334), (0.997011258808266, 3183), (0.9968269589200925, 9565), (0.9951715117048114, 7932)]","[393, 1334, 2374, 2992, 3183, 4552, 9077, 9465, 9565]"
11,"[(0.9999371955509134, 536), (0.999923076293341, 7062), (0.9999057113898824, 4186), (0.9998879674423693, 7283), (0.9998517373285588, 9852), (0.9998457455936713, 8874), (0.999837761536375, 79), (0.9997799153203961, 6078), (0.9997499120384847, 109), (0.9997420926008336, 7455)]","[79, 109, 536, 1478, 4186, 4477, 6078, 7062, 7283, 8874, 9852]"
13,"[(0.999831971617101, 4563), (0.9998285476802974, 8003), (0.9997938563519064, 3227), (0.9996670082741279, 8287), (0.9996440050333156, 8718), (0.9996145308312212, 7737), (0.999569244078081, 250), (0.9995613690136833, 1823), (0.999552790082343, 944), (0.9995343729018018, 8583)]","[250, 1823, 3227, 4152, 4533, 4563, 4703, 6420, 7405, 7737, 8003, 8287, 8718]"
14,"[(0.9999774437894925, 8496), (0.9999620835659595, 8433), (0.9999583195640225, 1189), (0.9999524334601125, 9414), (0.9999498657214858, 4427), (0.9999466716957068, 4377), (0.999942152301468, 8689), (0.9999394279128968, 240), (0.9999343259563814, 4919), (0.9999225889684714, 3464)]","[240, 1189, 2553, 3464, 4121, 4377, 4427, 4919, 7537, 8433, 8496, 8671, 8689, 9414]"
7,"[(0.9999997593497358, 5836), (0.9999802963162986, 4828), (0.9999296870262332, 9333), (0.999780802241202, 9295), (0.9997456033375048, 5795), (0.9996944477117528, 247), (0.9995208396494163, 2982), (0.9994565752599894, 5255), (0.9993444102785688, 9144), (0.9992966327442272, 4883)]","[247, 2982, 4828, 5795, 5836, 9295, 9333]"
11,"[(0.9999942362412998, 6952), (0.9999856644490176, 3102), (0.9999560194979579, 6607), (0.9999442580810577, 5299), (0.9999282648841761, 990), (0.9999242082254665, 6108), (0.9999110024982839, 2942), (0.9998991232233341, 1377), (0.999865648815252, 5925), (0.9998312150260299, 9327)]","[990, 1377, 2942, 3102, 5036, 5299, 5925, 6108, 6607, 6952, 9475]"
3,"[(0.9999959472492223, 7510), (0.9999279585382246, 9477), (0.999854104591834, 7262), (0.9998184538336244, 2752), (0.9998065729811725, 1967), (0.9997499504916111, 3842), (0.9997497979645787, 3963), (0.9997256736654088, 6680), (0.9997080771927105, 6803), (0.999707462809095, 9161)]","[1176, 7510, 9477]"
6,"[(0.9999967353057674, 8619), (0.999992504426587, 7881), (0.9999874038203166, 5863), (0.9999841268524674, 3126), (0.9999243575878605, 3539), (0.99991961341417, 882), (0.9999159337251355, 3521), (0.9998907223080914, 4937), (0.9998905316042859, 5245), (0.9998850715990135, 1802)]","[882, 3126, 3539, 5863, 7881, 8619]"
13,"[(0.9999794248995173, 5291), (0.9999564930288595, 4283), (0.9998733012321182, 4290), (0.9998695383422029, 4342), (0.9998046007874921, 8819), (0.9997789346179201, 6990), (0.9997431532510995, 7967), (0.999736463886329, 1322), (0.999704215121313, 2185), (0.9996413150819622, 7182)]","[1322, 1749, 2185, 2964, 4283, 4290, 4342, 5291, 6990, 7182, 7967, 8819, 9434]"
6,"[(0.9999707019180161, 8220), (0.9999695321601149, 8029), (0.9999426070699593, 6581), (0.9999364802451238, 9739), (0.9999294022555199, 8618), (0.9996122468435698, 6263), (0.9995690212207927, 945), (0.9995644485043244, 1434), (0.99955621424579, 9755), (0.9995557964937616, 864)]","[864, 6581, 8029, 8220, 8618, 9739]"
10,"[(0.9999977815466113, 8927), (0.9999964794272077, 7452), (0.9999786881789763, 2685), (0.9999504346569211, 1624), (0.9999175259583805, 8909), (0.9998993185537318, 13), (0.9998076291808751, 4233), (0.9998053192695058, 6623), (0.9997925940566985, 4969), (0.9997822401723606, 5347)]","[13, 1624, 2685, 4233, 4969, 5739, 6623, 7452, 8909, 8927]"
11,"[(0.9999591969762291, 752), (0.999937105373068, 1188), (0.9999266291976467, 3956), (0.999864349983186, 3702), (0.9998325998234414, 6484), (0.9998232992483027, 6151), (0.9997991531239394, 2877), (0.9997883124797702, 1411), (0.9997698143253578, 4332), (0.9997551841348052, 9876)]","[752, 1188, 1411, 2877, 3702, 3956, 4332, 6151, 6484, 9693, 9876]"
13,"[(0.9999575433395869, 6768), (0.9999422755722697, 2947), (0.9999368343133805, 2232), (0.999935728911561, 4718), (0.999928232358411, 767), (0.9999162544394136, 7481), (0.9998653349930976, 1658), (0.9998544488995941, 7488), (0.9998443946301252, 241), (0.9998443167741823, 2377)]","[241, 767, 1658, 1712, 2195, 2232, 2377, 2947, 4718, 5104, 6768, 7481, 7488]"
7,"[(0.9999551844642119, 248), (0.999646371668812, 997), (0.9994652367017169, 5326), (0.9994017533348689, 9999), (0.9992795810562818, 985), (0.9990841501543046, 7585), (0.9990257789757632, 2454), (0.9990022544923308, 1060), (0.9989980980029318, 3604), (0.9989344717541224, 8083)]","[248, 985, 997, 4148, 5326, 7585, 9999]"
10,"[(0.9998030230768731, 8398), (0.9996123792394757, 7796), (0.9992436370488204, 7222), (0.9982493540758837, 7051), (0.9980413953709864, 3155), (0.9978813296221497, 9249), (0.9976546936993235, 5898), (0.9975456626964035, 5342), (0.997331624811889, 2830), (0.9972669384304993, 2296)]","[2296, 2830, 3155, 5342, 5898, 7051, 7222, 7796, 8398, 9249]"
13,"[(0.9999902195842039, 7595), (0.9999519786882448, 3338), (0.9999437209504694, 3342), (0.9999342970614528, 2483), (0.9999252847483379, 3603), (0.9999222914560594, 634), (0.9999073962433492, 1660), (0.9998410029466096, 3137), (0.9998330728341751, 3471), (0.999818218522515, 3320)]","[634, 1660, 2483, 3137, 3338, 3342, 3471, 3603, 4993, 6921, 7595, 9148, 9400]"
7,"[(0.9999901258049054, 8274), (0.9999268161780706, 1032), (0.9998376042322125, 9619), (0.9998257065675592, 7018), (0.9998081537686614, 2186), (0.9997895516009556, 6088), (0.9997890067791969, 8229), (0.9997478647775524, 5702), (0.999673532881736, 5035), (0.9996731250431753, 2150)]","[1032, 2186, 6088, 7018, 8229, 8274, 9619]"
7,"[(0.9999967713528559, 2054), (0.999965946446521, 2138), (0.9998865274526646, 6786), (0.9998698821021785, 7800), (0.9998458559681056, 664), (0.9998424588429016, 1962), (0.9998318090852767, 6536), (0.9998167289031248, 7675), (0.9998065643813743, 1418), (0.9997926994316332, 8081)]","[664, 756, 2054, 2138, 6536, 6786, 7675]"
12,"[(0.9999946005236819, 8919), (0.9999898520118231, 5526), (0.999972604785975, 2997), (0.9999700597692, 6727), (0.9999684804094343, 187), (0.999931173264858, 5476), (0.9999134084523736, 6916), (0.9998702388734315, 2554), (0.999851692431707, 6740), (0.9998459906929692, 4361)]","[187, 2554, 2997, 4338, 4361, 5476, 5526, 5769, 6727, 6916, 8919, 9182]"
9,"[(0.9999992315941509, 3), (0.9999982454834384, 4699), (0.999972484653863, 5832), (0.9999584242691322, 7351), (0.9999495815477202, 8692), (0.9999434036505137, 2569), (0.9999276892468442, 9047), (0.9999117228703206, 7647), (0.9999067080164603, 4836), (0.9998749160670901, 5857)]","[3, 2569, 4557, 4699, 5832, 7351, 7647, 8692, 9047]"
13,"[(0.9999934334675193, 3118), (0.9999899050582893, 5018), (0.9999891286101603, 2698), (0.9999667119133158, 6654), (0.9999623215458966, 282), (0.9999614289681803, 6145), (0.9999456900719592, 7511), (0.9999347856119779, 3731), (0.9999296728317524, 5884), (0.9999290576645778, 2217)]","[282, 607, 2217, 2228, 2698, 3118, 3731, 5018, 5884, 6145, 6654, 7511, 8256]"
13,"[(0.9999829951995491, 5597), (0.9999738776895309, 9145), (0.9999537022005351, 2471), (0.9999133341896882, 5359), (0.9999130384799684, 2669), (0.9998899135003178, 7543), (0.999872477545878, 1778), (0.9998351054086013, 8159), (0.99981521070562, 822), (0.9997955194270444, 7063)]","[822, 1778, 2087, 2471, 2669, 4710, 5047, 5359, 5597, 6770, 7543, 8159, 9145]"
12,"[(0.9999746711437807, 8152), (0.9996935373282887, 3629), (0.999679394309259, 1589), (0.9996398809127833, 221), (0.9996182194016487, 7904), (0.9995289134843359, 7730), (0.9995095982813941, 6683), (0.9994738924651531, 1076), (0.999173741647234, 7548), (0.9991582493964148, 9515)]","[221, 1076, 1589, 1629, 3629, 3988, 6683, 7453, 7730, 7904, 8152, 9255]"
12,"[(0.9999871030258044, 9715), (0.9999735308355739, 5825), (0.9999677095437169, 5208), (0.9999666272715028, 8902), (0.9999648672929248, 8235), (0.9999506259816784, 6077), (0.999939785914203, 1643), (0.9999311467622306, 2401), (0.9999235882869718, 325), (0.9999195463158574, 1001)]","[232, 325, 1001, 2401, 5208, 5825, 5929, 6077, 8235, 8266, 8902, 9715]"
8,"[(0.9999865995556704, 5987), (0.999985681809223, 1546), (0.9999697798914373, 8974), (0.9999182123251718, 4649), (0.9999008184402903, 2096), (0.9998925142682886, 3235), (0.9998042332958419, 8906), (0.9997598293831276, 1245), (0.9997492455220602, 8535), (0.9996276823621344, 3717)]","[1245, 1546, 2096, 3235, 4649, 5987, 8906, 8974]"
10,"[(0.9998845289182415, 144), (0.9998406060179652, 6578), (0.9997671103704278, 4240), (0.9996552066522961, 3843), (0.9995483684729077, 9692), (0.9995029885807577, 7837), (0.9993603711922381, 2521), (0.9992030039808658, 996), (0.9991868268764154, 8074), (0.9990715781431903, 1742)]","[144, 1742, 2521, 3319, 3843, 4240, 6578, 7837, 8074, 9692]"
12,"[(0.9999988408474855, 9373), (0.9999956768505827, 5485), (0.9999935096729424, 8587), (0.999993229089578, 8179), (0.999988531327603, 5900), (0.9999765288066272, 1828), (0.9999734527744082, 5975), (0.9999730884897842, 9821), (0.9999712181385679, 1156), (0.9999494945054029, 4225)]","[1156, 1828, 1891, 2263, 4225, 5485, 5900, 5975, 8179, 8587, 9373, 9821]"
12,"[(0.9999674362208092, 5119), (0.9999471054444572, 2837), (0.9999402143003678, 8265), (0.9998906117188304, 2066), (0.9998712185363614, 7271), (0.9997956763071801, 5989), (0.9997843685322462, 4191), (0.9997811618005552, 828), (0.9997730359588272, 937), (0.9997674708135906, 5364)]","[828, 937, 2066, 2837, 3009, 4038, 4191, 5119, 5364, 5989, 7271, 8265]"
4,"[(0.9997613741398242, 3846), (0.999743723800939, 8421), (0.9996774476329197, 3709), (0.9996109361166147, 6754), (0.9995127276485967, 2277), (0.9994573058556596, 4596), (0.9993098177037998, 8479), (0.9992801001781307, 339), (0.9992034815963033, 4786), (0.9991851621702558, 465)]","[3709, 3846, 6754, 8421]"
13,"[(0.9999854435508534, 1543), (0.9999797529682355, 6080), (0.9999214909006623, 9681), (0.999905953142586, 2419), (0.9998924324078451, 2481), (0.9998792195138817, 9659), (0.999810264751592, 21), (0.9997614586034099, 5400), (0.9997459051622956, 362), (0.9997295876628258, 5333)]","[21, 362, 1543, 2419, 2481, 5333, 6018, 6080, 6483, 8466, 9659, 9681, 9841]"
11,"[(0.9999981072312967, 5023), (0.9999668430443418, 6439), (0.9999067731839136, 6322), (0.9999024777933267, 4184), (0.9998717911204433, 1970), (0.9998574084243245, 2523), (0.9998270400258555, 5202), (0.9997829204225289, 2016), (0.9997437719967307, 6391), (0.999722854385643, 2211)]","[1970, 2016, 2523, 3545, 4184, 5023, 5202, 6322, 6391, 6439, 7571]"
9,"[(0.9997273409971029, 5446), (0.9989439831141967, 7683), (0.9975415346589771, 522), (0.9972683756103427, 7969), (0.9969214835212912, 9285), (0.9958174074809644, 7358), (0.9957600167163011, 5160), (0.9948724028850414, 8729), (0.9945547441327492, 2788), (0.994335180976481, 4075)]","[522, 1992, 5160, 5446, 5878, 7683, 7969, 8729, 9285]"
13,"[(0.9999028959905345, 9582), (0.9998356211972586, 6001), (0.9998255213199789, 7470), (0.9997665336256075, 7565), (0.9997396614614731, 425), (0.9996824645029246, 3703), (0.9996736103950424, 3571), (0.9996689147081966, 1173), (0.9996407621061271, 1912), (0.9996207902488505, 5172)]","[425, 1173, 1912, 2452, 3571, 3703, 5172, 6001, 6110, 7396, 7470, 7565, 9582]"
11,"[(0.9999960929369791, 9693), (0.9999827207649, 9876), (0.9999674194898983, 6973), (0.9999226173616977, 5780), (0.9998979761723406, 3702), (0.9998720760402865, 6974), (0.9998487587715545, 9478), (0.9998312675879999, 6555), (0.9997736589046101, 752), (0.9997698143253578, 4310)]","[752, 1411, 3702, 4310, 5780, 6555, 6973, 6974, 9478, 9693, 9876]"
8,"[(0.9999976859806647, 861), (0.9999877281261121, 7977), (0.9999840568304086, 9955), (0.9999547374433186, 2896), (0.99993163265641, 8447), (0.9999283902322991, 8702), (0.9999045062008278, 9942), (0.9998818685040413, 4101), (0.9998775880433208, 1628), (0.999876404058356, 6154)]","[861, 2896, 6154, 7977, 8330, 8447, 8702, 9955]"
10,"[(0.9998600317598688, 8709), (0.999347850965205, 819), (0.9993234019606768, 366), (0.9992144838376612, 3614), (0.9991210417698838, 6098), (0.9990661866801975, 7573), (0.9987049702122202, 5723), (0.9985872426847621, 2719), (0.9985560898338331, 9228), (0.9985247178693101, 4600)]","[366, 819, 3614, 4600, 5723, 6098, 7469, 7573, 8709, 8896]"
13,"[(0.999949179560974, 5854), (0.9998418838722574, 267), (0.999781924080609, 7325), (0.9996763806958138, 6811), (0.9995102327591119, 6478), (0.9994913992949624, 3568), (0.999450840710079, 2626), (0.9993529161142972, 9058), (0.9992731405543859, 468), (0.9992711509111987, 7166)]","[267, 468, 705, 803, 2626, 3568, 5854, 6478, 6811, 7166, 7325, 7479, 9058]"
10,"[(0.9999868942013491, 9937), (0.9999849227016558, 2783), (0.9999219558863104, 5709), (0.9999113861052447, 389), (0.9999039357054055, 2308), (0.9999014567786497, 8373), (0.9998903337749897, 5770), (0.9998190017090964, 2156), (0.9998171138949415, 6646), (0.9998122864526101, 4445)]","[389, 2156, 2308, 2783, 4445, 5709, 5770, 6646, 8373, 9937]"
8,"[(0.9999989977165429, 5915), (0.9999923385417664, 5545), (0.9999711452201405, 1762), (0.999960562474035, 4213), (0.9999457513786129, 3811), (0.9999168609967934, 7192), (0.9999026595077228, 6689), (0.9998971028813961, 3590), (0.9998906316308748, 5686), (0.999889767598541, 8436)]","[1762, 3590, 3811, 4213, 5545, 5915, 7192, 9729]"
1,"[(0.9996617912949205, 5769), (0.9996207694765639, 6727), (0.9994712516047387, 7700), (0.999437740231318, 9140), (0.9994025857971267, 187), (0.9994010478987289, 9182), (0.9994007577195573, 4317), (0.9993996461999181, 2997), (0.9993518888071208, 8919), (0.999320941905206, 5526)]",[5769]
5,"[(0.9999970274560184, 4522), (0.9999468605027364, 2221), (0.9998732091113692, 1004), (0.999869581331759, 6927), (0.9998170029405582, 3492), (0.9997823071538359, 6860), (0.9997761914968012, 8345), (0.9997674853479706, 6094), (0.9997020677643388, 2718), (0.9996950892250583, 7882)]","[1004, 2221, 3492, 4522, 6927]"
7,"[(0.999999240928736, 8019), (0.9999918912809866, 2945), (0.9999420229503418, 3939), (0.9999329541385, 5466), (0.9999167963951453, 6275), (0.999909044809335, 2836), (0.9999036351704572, 2977), (0.9998991763722964, 8673), (0.9998824401077556, 4451), (0.9998631311020238, 6812)]","[2945, 2977, 3939, 4787, 5466, 6275, 8019]"
5,"[(0.9999929873437087, 5451), (0.9986569797584619, 8582), (0.9985806775152292, 1159), (0.9978885220171945, 9716), (0.9974478666418372, 6746), (0.9974389020312322, 1553), (0.9971928518038425, 9222), (0.9971515131907326, 8087), (0.9971461344102035, 4169), (0.9969705409627396, 2641)]","[1159, 2641, 5451, 6746, 8582]"
11,"[(0.9999831239603482, 6990), (0.9998737864584107, 2185), (0.9998695383422029, 4307), (0.9998409370056428, 4283), (0.9997661086900202, 5291), (0.9996994258200618, 4290), (0.999687640204466, 3229), (0.9996839943412154, 7255), (0.9996392581560776, 4401), (0.9996316943635938, 2964)]","[2185, 2964, 3229, 4283, 4290, 4307, 4401, 5291, 6990, 7255, 7684]"
11,"[(0.9999846686781736, 7268), (0.9999729829701901, 6584), (0.9999402669275304, 271), (0.9999359404562128, 2310), (0.9998995976016025, 2928), (0.9998854364008822, 7298), (0.9998843464073818, 4352), (0.9998797643043349, 3835), (0.9998510596070799, 6082), (0.999841892917094, 3644)]","[188, 271, 2310, 2928, 3644, 3740, 3835, 4352, 6584, 7268, 7298]"
12,"[(0.9999914702483218, 4140), (0.9999876391375244, 853), (0.9999648776016615, 2851), (0.9999137039168351, 9026), (0.9999093625113047, 5999), (0.999908230640927, 7886), (0.9999056475549079, 7641), (0.9998909336487715, 7592), (0.9998832398968348, 3995), (0.9998640631995791, 1717)]","[853, 1717, 2851, 3995, 4140, 5869, 5999, 7592, 7641, 7886, 8929, 9026]"
16,"[(0.9999739379657198, 9589), (0.9999613364112373, 9287), (0.9999551101612159, 5011), (0.9999405796606697, 3362), (0.9999038278114188, 8605), (0.9998937769912833, 3860), (0.9998829332056739, 8950), (0.9998743274306957, 6191), (0.9998526983195739, 8725), (0.9998452411926945, 4397)]","[1392, 1868, 2638, 2787, 3362, 3860, 3975, 4397, 5011, 6191, 8605, 8725, 8950, 9287, 9527, 9589]"
12,"[(0.9999989751648654, 5016), (0.999985073764072, 70), (0.9999776866826665, 9719), (0.9998965246382475, 3544), (0.9998510279815069, 7135), (0.9997400092390908, 4271), (0.9996886879074726, 5475), (0.9996655779265307, 4892), (0.9996537078550382, 8938), (0.9996281612492705, 3409)]","[70, 1047, 3544, 4271, 4892, 5016, 5076, 7135, 8610, 8938, 8971, 9719]"
12,"[(0.9999999661197517, 1600), (0.9999959615999097, 3189), (0.9999936762975439, 8252), (0.9999717428425693, 3033), (0.9999708227197049, 6917), (0.9999564795761609, 412), (0.9999516171897579, 7746), (0.9999421894843027, 6020), (0.9998327207840804, 1851), (0.9998087592456893, 6908)]","[412, 1600, 1851, 3033, 3189, 6020, 6917, 7151, 7746, 7863, 8252, 8422]"
11,"[(0.9998860810563254, 9531), (0.9998845707406335, 121), (0.9998299186706588, 1142), (0.9998076857358988, 7341), (0.9998066474139596, 8306), (0.9997682817345449, 8701), (0.9997486624184951, 2744), (0.9997344595748805, 5611), (0.999640142582658, 931), (0.9996370420083187, 8382)]","[121, 931, 1142, 2744, 3366, 5611, 7341, 8306, 8382, 8701, 9531]"
0,"[(0.9989743195907684, 8630), (0.9988501392527678, 3767), (0.9988023584455595, 6437), (0.9987183366423504, 5951), (0.9986075282639989, 7245), (0.9985978817707067, 809), (0.9985142567526382, 677), (0.9984951638380002, 6375), (0.9983821648221847, 6266), (0.9983635977561502, 2064)]",[]
12,"[(0.9999532891245012, 7619), (0.9999417216650823, 9678), (0.9999245250064073, 4136), (0.9998653648008429, 3795), (0.9998217121152344, 5107), (0.9997366881471601, 9396), (0.9997147427575882, 6507), (0.9996844593656837, 5887), (0.9995969272800036, 9629), (0.9995938645465692, 2791)]","[3006, 3795, 4136, 5107, 5887, 6285, 6507, 7103, 7619, 9396, 9629, 9678]"
7,"[(0.9998966642781835, 5070), (0.9997158371642385, 4901), (0.9996899953415458, 8869), (0.9995757495340445, 4939), (0.9994589352151064, 1157), (0.9994327747906825, 7301), (0.9993743573673224, 9515), (0.9993367728806907, 8261), (0.9991586423522791, 9761), (0.999120827270324, 7548)]","[4901, 4939, 5070, 7301, 8261, 8869, 9515]"
